Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,5.941885342751538,5.970754623413086,5.891363982921088,5.970754623413086,237536000,0.0,0.0
2020-01-03 00:00:00-05:00,5.851045561653233,5.918988548422026,5.826157991152776,5.875186443328857,205384000,0.0,0.0
2020-01-06 00:00:00-05:00,5.781859166410573,5.905051920734205,5.755727427577195,5.899825572967529,262636000,0.0,0.0
2020-01-07 00:00:00-05:00,5.928196548695039,6.0170449229818495,5.883150279100278,5.971251964569092,314856000,0.0,0.0
2020-01-08 00:00:00-05:00,5.967021611212417,6.023765219861093,5.926952946804154,5.982451915740967,277108000,0.0,0.0
2020-01-09 00:00:00-05:00,6.068811961421722,6.120577964594168,5.994398450534082,6.048155307769775,255112000,0.0,0.0
2020-01-10 00:00:00-05:00,6.155419203881554,6.185781859126946,6.066322091859231,6.080507755279541,316296000,0.0,0.0
2020-01-13 00:00:00-05:00,6.163631659458334,6.296281649371499,6.140983683403127,6.271145343780518,319840000,0.0,0.0
2020-01-14 00:00:00-05:00,6.228339569543208,6.2537250915044345,6.140984569750498,6.154175281524658,359088000,0.0,0.0
2020-01-15 00:00:00-05:00,6.166867794798315,6.189266562204564,6.085734566138518,6.111617565155029,263104000,0.0,0.0
2020-01-16 00:00:00-05:00,6.165125150161636,6.201212102853012,6.141730957829296,6.195239067077637,284192000,0.0,0.0
2020-01-17 00:00:00-05:00,6.21440262269456,6.221869036427009,6.156414852642917,6.203949928283691,253792000,0.0,0.0
2020-01-21 00:00:00-05:00,6.16736492115884,6.204198560894106,6.13650431691283,6.170600414276123,217916000,0.0,0.0
2020-01-22 00:00:00-05:00,6.215895459222514,6.311214340256056,6.196980925833093,6.224606037139893,239240000,0.0,0.0
2020-01-23 00:00:00-05:00,6.264677047908686,6.3015102242301815,6.175828651830759,6.29304838180542,244516000,0.0,0.0
2020-01-24 00:00:00-05:00,6.408525194546055,6.4583003373897805,6.179560391908617,6.2338151931762695,373512000,0.0,0.0
2020-01-27 00:00:00-05:00,5.929193733007746,6.028992781721398,5.779620003686372,5.977973461151123,470536000,0.0,0.0
2020-01-28 00:00:00-05:00,6.043923483285389,6.203701127903374,5.990664110182417,6.171347618103027,310976000,0.0,0.0
2020-01-29 00:00:00-05:00,6.156912534107337,6.192999486865854,6.071050441358389,6.110870838165283,258848000,0.0,0.0
2020-01-30 00:00:00-05:00,6.013064413442847,6.131031310990562,5.958063385254538,6.117591857910156,290504000,0.0,0.0
2020-01-31 00:00:00-05:00,6.071796737498564,6.083742808298976,5.842334486746621,5.884145259857178,370420000,0.0,0.0
2020-02-03 00:00:00-05:00,5.86597757728614,6.0006189034883555,5.859755803690975,5.981206893920898,255564000,0.0,0.0
2020-02-04 00:00:00-05:00,6.1230647969327805,6.169604437177896,6.073040925853949,6.150440692901611,271544000,0.0,0.0
2020-02-05 00:00:00-05:00,6.27139460720877,6.281598562985633,6.157409927409583,6.240783214569092,208220000,0.0,0.0
2020-02-06 00:00:00-05:00,6.275129742702018,6.32764196395874,6.193996500071519,6.32764196395874,218284000,0.0,0.0
2020-02-07 00:00:00-05:00,6.287571055701337,6.3097210809777176,6.236053805193534,6.261439323425293,189752000,0.0,0.0
2020-02-10 00:00:00-05:00,6.284087527331507,6.545405828690706,6.279109918334532,6.544659614562988,529608000,0.0,0.0
2020-02-11 00:00:00-05:00,6.652919059591974,6.781836076379671,6.590949117999593,6.667104721069336,638556000,0.0,0.0
2020-02-12 00:00:00-05:00,6.7198677162340585,6.789304086608207,6.681043216849115,6.782833099365234,374644000,0.0,0.0
2020-02-13 00:00:00-05:00,6.724845649351327,6.806227621791376,6.6974692706660415,6.7390313148498535,528016000,0.0,0.0
